Tanggal,Waktu,Link,Nama Akun,Komentar,Tipe
2021-06-13,04:11:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwsqSPUlF6aj06GPhp4AaABAg,@fardanovrianto2389,"kuliah disana tpi blm pernah kesana, dah lah angkatan covid",Komentar
2021-06-13,02:40:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugzcqxr5xOR3bwtUOj54AaABAg,@tinilestari2665,Kangen udah 1 thn ga kuliah,Komentar
2021-06-13,02:06:28,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxve2gkYW0Oj8KOXEd4AaABAg,@mufideskanurcahya5081,Semoga saya lolos seleksi S2 UNNES tanggal 30 Juli nanti aamiin,Komentar
2021-06-13,01:48:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwQihc3LWfzKp3WEwt4AaABAg,@tiaramaulia3166,🥰🥰🥰🥰,Komentar
2021-06-13,01:39:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyML2SPh6xG877lngt4AaABAg,@banggaby,Lah kampus pasca sarjana gk d ekspose,Komentar
2021-06-13,01:03:55,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxMVj0rEM2rb9Zic-t4AaABAg,@DesyanaSuhandari,Ada yg kurang si.  8 fakultasnya ngga dijelasin. Tpi tetep keren kok.  Sukses terus untuk konten kontennya,Komentar
2021-06-13,00:59:23,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzVZElnYItWVIjQmcZ4AaABAg,@gitasafira2042,"Tiba2 masuk beranda, apakah ini tanda besok aku lolos utbk? Semoga aminn menjadi bagian dari unnes❤️",Komentar
2021-06-14,03:07:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzVZElnYItWVIjQmcZ4AaABAg.9OW8HJM33Br9OYwi3ixkYx,@nanangsuryana8663,aamiin,Balasan
2021-06-13,00:54:39,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzmXpN5cAI-po9YzPh4AaABAg,@samueladhi1928,Puji Tuhan keterima disana‼️,Komentar
2021-06-12,22:54:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzWUcJFcZr_05iPfN14AaABAg,@ghanirdharma8374,"Akhirnya bang, selama ini gw cari kampus tour ga ada😭",Komentar
2021-06-12,18:48:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzCYjPPIar6uhImYol4AaABAg,@yudhantaprasetya2451,PGSD UNNES hadirr,Komentar
2021-06-12,18:10:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzdZWsNkb10f2RtQqB4AaABAg,@ariffian6425,gua anak unnes smester 2 tpi blm pernah ke sana wkwk,Komentar
2021-06-12,15:51:42,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyWD97Na_2w4sln6k94AaABAg,@mukhamadfaizin8938,Campus tour UNJ kpn bang?,Komentar
2021-06-12,15:29:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwIVsMhBgbKiyihA_h4AaABAg,@dianakhasna6977,Komplek Olahraga sebagai salahsatu infrastruktur penunjang kegiatan mahasiswa olahraga juga dong kak tentunya.... Terima Kasih kak sudah shoot Unnes (emot love) apalagi shoot nya pas unnes udh rapih dalam renovasi..,Komentar
2021-06-12,14:36:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwuPYXY26oWYZgebxx4AaABAg,@putriiryani1501,Bismillah semoga tahun ini jadi maba Unnes.,Komentar
2021-06-12,13:15:13,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy5n60GdJv70CEoXuV4AaABAg,@umimasviroh8492,uwuuuu welcome temen2 maba UNNES <<<33333,Komentar
2021-06-12,12:56:26,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy6wv5gGrcrvGeO88t4AaABAg,@laurentsiagerdahasiansilal1015,"Hayyy unness❤️
Tunggu aku di sana yaa, jangan ngecewain aku buat 14 Juni besok! Aku sudah memperjuangkan mu,.tolong terima masa depan ku disana❤️❤️❤️",Komentar
2021-06-12,10:46:52,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx7NYMm4RgxzNPSDTN4AaABAg,@saidaerva2239,Bangga jadi mahasiswi unnes🤗,Komentar
2021-06-12,10:31:09,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzU4LRFAbWzpZgtL4J4AaABAg,@ronifransdavidsimbolon5396,Mantan kampus ku dulu😢,Komentar
2021-06-12,10:06:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwaGjY_iHq0QEkZEwp4AaABAg,@rizkytigora6660,Mas danang request kampus tour unib bengkulu dong,Komentar
2021-06-12,10:00:06,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyt1ARD27L0ZcT9qUZ4AaABAg,@Irmadwksma,undip dong ka,Komentar
2021-06-12,09:58:30,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzhffgelbOxvNU947B4AaABAg,@rdhion,Warung MAK’E margasatwa mana kok ga dibahas,Komentar
2021-06-12,09:20:15,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxhpKaiyAwGEp9jLQ94AaABAg,@laulidab4344,"Bismillah semoga bisa jadi maba Unnes 2022, aamiin",Komentar
2021-06-12,08:56:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxRaj0jx1QZGsm59KJ4AaABAg,@KanekiKen-ju1pr,Keren bangat videonya,Komentar
2021-06-12,07:43:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwBkaFAu5Npsid03dx4AaABAg,@dedezaii8791,Ya Allah terimalah hamba menjadi mahasiswa baru FH UNNES 2021🥺🥺🥺bismillah 14 juni pukul 15.00 lolos Utbk-Sbmptn AAMIIN....,Komentar
2021-07-20,10:14:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwBkaFAu5Npsid03dx4AaABAg.9OUHjbPsYmZ9Q0PBwXW6uh,@RevanNuradhi,lolos ga nih?,Balasan
2022-07-01,09:34:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwBkaFAu5Npsid03dx4AaABAg.9OUHjbPsYmZ9cwFhiZvzYm,@febrisanyahputranadifamili2668,@@RevanNuradhi iya Tapi Aku Yakin Teman Punya uang,Balasan
2021-06-12,07:02:45,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyqzCfEWSxB-BAhJ3d4AaABAg,@rahardyanfirstbagusandika5614,Ke Unsoed lgi kapan nih?☻,Komentar
2021-06-12,05:44:40,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyEHWlx315fsQligGt4AaABAg,@ahdianazribustari3773,Ke UIN Jogja mas,Komentar
2021-06-12,05:34:43,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzHufoEonW4mvDnTzR4AaABAg,@serlyputrifernanda840,Gedung per fakultas ga ada ya bisa dibuat part 2 kayaknya :),Komentar
2021-06-12,05:04:03,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgydRuHOsWvHX_cyGSp4AaABAg,@nsheila2804,Gajadi insecure deh,Komentar
2021-06-12,04:47:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwuXk3nb_kjh_Tn_pJ4AaABAg,@Jamuracun-1222,Wkwk nasib angkatan corona belom sempet tour kampus sendiri😂😂,Komentar
2021-06-12,03:07:23,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwrUub9kn0Ko54vOHR4AaABAg,@nuranigitasafitri9861,Campus tour Unsoed dong kak😄😆,Komentar
2021-06-12,03:05:44,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgztW3UB0L9DPoeIjLZ4AaABAg,@wikelukman7370,Angkat tangan yg pascasarja angktan corona wkkw,Komentar
2021-06-12,02:53:16,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwtuvMmsDWKvFpmUTF4AaABAg,@dwanjonn757,GW YG UDH JADI MAHASISWA UNNES NGERASA B AJAAAA,Komentar
2021-06-12,02:12:04,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzibQTnqiHr6x6twU54AaABAg,@tasyawafiqazizah3086,"Bismillah semoga lolos sbm jadi maba UNNES 21. Mohon doanya temen"" kita sama"" mendoakan. Semoga doa baik kembali ke kalian semuaa. Aamiin",Komentar
2021-06-17,16:12:05,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzibQTnqiHr6x6twU54AaABAg.9OTgnmqsQ4V9Oh3ujeJHKd,@065_anangmaruf9,aamiin semoga sukses,Balasan
2022-07-01,09:35:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzibQTnqiHr6x6twU54AaABAg.9OTgnmqsQ4V9cwFp4-RpWq,@febrisanyahputranadifamili2668,@@065_anangmaruf9 terima kasih ya kak,Balasan
2021-06-12,00:53:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxH1o3ph6BCHRhVtjp4AaABAg,@mikarimah,Almamater tercinta,Komentar
2021-06-12,00:46:11,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwwV_5Ipuk_pNnisMV4AaABAg,@ernidewifitriani,Bismillahirrahmanirrahim 14 Juni semoga Unnes menerimaku aamiin 🤲🤲🤲🤲🤲,Komentar
2021-06-11,23:37:04,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzrscBUdy56dyxNo494AaABAg,@salmasabila7892,Undip dong kak,Komentar
2021-06-11,19:40:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwoDGOZKq0uGG0ZTYl4AaABAg,@dwinatasilalahi3062,Unsoed dong kak,Komentar
2021-06-11,16:42:50,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz8eXbvN6ocanevqch4AaABAg,@jonathannovyanto9308,DOAIN GAIS 😭😭 14 JUNI LOLOS SBMPTN MANAJEMEN UNNES AMINN!!!,Komentar
2021-06-13,04:07:25,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugz8eXbvN6ocanevqch4AaABAg.9OSfecSrZ799OWTnYRNokY,@freakboy3887,pil 2 nya univ mana?,Balasan
2021-06-11,15:24:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxSOkCicU8B4JSQoS94AaABAg,@januardi4753,Ditunggu undip,Komentar
2021-06-11,10:58:19,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw4kPH0LuooIN0MLY14AaABAg,@moch.fahimmuridho4336,UB,Komentar
2021-06-11,08:27:38,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzGRZzC-uOmp1icEX94AaABAg,@febrianakusumawati1799,Widiii keren bgt banggg,Komentar
2021-06-11,07:51:42,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwIKpe31sZejCBtN-B4AaABAg,@ahmadfaid3444,Campus Tour UNY dong Kak,Komentar
2021-06-11,07:48:10,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwmQ6AAkCKQ1n3Nbcd4AaABAg,@alaviullatte,"bismillah ya Allah, semoga aku lolos unnes 2021. aamiin",Komentar
2021-06-11,07:21:24,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwb90MXX5HMmb3ePyl4AaABAg,@raihanrafi401,"Mas danang, saya akui perkembangan cara pengambilan gambar dan lain sebagai nya sangat berkembang.. saya lihat mas danang dari awal sampai detik ini, sangat TOP",Komentar
2021-06-11,07:04:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxaEPDomH54J1vTIjp4AaABAg,@setioageng1667,"Kemaren Utbk di Unnes, gedung G2. Semoga saja tgl 14 lolos",Komentar
2021-06-11,06:44:16,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwHLNYm8pQlsJV_K4F4AaABAg,@trisnabudiasih985,Huwaa unnes hadir salam konservasi 🥰,Komentar
2021-06-11,05:05:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwCH96L4Fi-t89PnfF4AaABAg,@azzahraanandaharafa9596,Undip dong bang,Komentar
2021-06-11,03:15:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgytkJ3_Goo3VnzTte94AaABAg,@dudutv4795,UNDIP MASSSS,Komentar
2021-06-11,02:43:25,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwbiW_0tZ_slhn9j4t4AaABAg,@linaalfia7882,Unice tercintahh❤️ yahh walaupun belom pernah offline,Komentar
2021-06-11,02:37:56,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwUliWy6m3P2VGNjLN4AaABAg,@candrapraatama,Next UNDIP bang,Komentar
2021-06-11,02:04:36,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw35mrDIJBbErlgUBd4AaABAg,@rafikarahma5740,Semoga kalian semua yg baca ini bisa jadi bagian dari Unnes yaa.. aamiinn,Komentar
2021-06-11,01:39:43,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugym8dz1etFHghiXQ-J4AaABAg,@reyhanrangga1209,Next universitas negeri yogyakarta  mas,Komentar
2021-06-11,01:07:25,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzKCa73XsArRfB68fV4AaABAg,@syaifak,Gw daftar sini kmarin utbk smoga ketrima :v,Komentar
2021-06-11,00:48:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxjOfcMOMtWuL9Pxkl4AaABAg,@adeliai.pramesti3885,Wis setahun gak ngidak UNNES,Komentar
2021-06-11,00:42:00,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzXPPz7MjtAkgZc9LN4AaABAg,@sintyaya9022,Unair dong kak,Komentar
2021-06-11,00:41:48,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxvLMYG_JhlxOjFsvV4AaABAg,@sintyaya9022,Unair dong kak,Komentar
2021-06-11,00:38:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyAWMUdKUCcI7nqXMx4AaABAg,@dwimul761,"Lahh kampus Pgsd Unnes nya ga di kunjungi bang, wkwk",Komentar
2021-06-11,00:33:21,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzJiZTkExsoMa9v7F14AaABAg,@rendyelangmulya4631,Mahasiswa Unnes hadir,Komentar
2021-06-11,00:10:45,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxN_URNNfe6s5qTR4J4AaABAg,@HammamProject,"Bulan 8 otw, Maba",Komentar
2021-06-10,23:33:16,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugypr4p3JonriKfPDgB4AaABAg,@mantapserantap1892,"Impian banget dulu ni, sampe sbm di pilihan pertama😆",Komentar
2021-06-10,23:30:45,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxraaU6hpRwMbatdR4AaABAg,@wahyuagungpratama545,Mahasiswa UNNES mana suaranya 🔥,Komentar
2021-06-24,02:37:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxraaU6hpRwMbatdR4AaABAg.9OQpYPunEmd9OxdH-1sbvX,@rafligeni2883,Minyakk,Balasan
2021-06-28,07:25:18,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxraaU6hpRwMbatdR4AaABAg.9OQpYPunEmd9P7SN2I6lUN,@daffadakaramusyafa3504,Bismillah maba UNNES,Balasan
2021-07-01,01:35:27,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxraaU6hpRwMbatdR4AaABAg.9OQpYPunEmd9PEYiGEnple,@arumnovalianurianti3068,Fresh graduate hadir✋,Balasan
2021-07-01,01:35:36,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxraaU6hpRwMbatdR4AaABAg.9OQpYPunEmd9PEYjS4q4vJ,@arumnovalianurianti3068,@@daffadakaramusyafa3504 aamiin,Balasan
2021-07-30,15:11:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxraaU6hpRwMbatdR4AaABAg.9OQpYPunEmd9QQgAxa8SCo,@iyannn883,@@rafligeni2883 unnes ada tenkin minyak kah?,Balasan
2021-06-10,22:37:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyAQ3D1KipBE0J_UXJ4AaABAg,@ahmadmmnto7935,UMY LAH,Komentar
2021-06-10,22:21:56,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzVBTkBovUdmTKo53l4AaABAg,@raihanzka,itb,Komentar
2021-06-10,18:21:06,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzHoX9OIr6styF1T4N4AaABAg,@Luo_binggeharem,Yang kuliahnya gak dikampus pusat menangis melihat ini 😂,Komentar
2021-06-10,17:37:29,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugwbcg0Nthqtsfp7F8l4AaABAg,@tasyama9893,"Req bg :
Universitas negeri yogyakarta 🙏",Komentar
2021-06-10,17:32:32,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxM9r-OjfsssWmDTHd4AaABAg,@sennyayu389,kak request kampus tour USM dong kak,Komentar
2021-06-10,17:07:54,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwQ_YeSrzDfwZhyD2d4AaABAg,@handikabayutama2169,UNJA bang plis,Komentar
2021-06-10,17:01:28,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx6xiMehFdyXtQ6Bdp4AaABAg,@healzii8888,Nex selanjutnya UNTIRTA sindangsari,Komentar
2021-06-10,15:25:49,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxpnhhwe_KUXa4vNmh4AaABAg,@erwinsmith690,next  UB bang,Komentar
2021-06-10,13:07:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwPzCgdao1pzqPMq7t4AaABAg,@hildaimeldianafarera5678,"Siapapun yang sedang membaca ini mohon doanya ya.
SEMOGA HILDA IMELDIANA FARERA DITERIMA SEBAGAI MAHASISWA BARU UNIVERSITAS BRAWIJAYA PRODI S-1 PERPAJAKAN LEWAT JALUR SBMPTN 2021, AAMIIN.
 Terimakasih yang sudah mendoakan, semoga doa yang baik akan kembali ke orang yang baik pula :)",Komentar
2024-06-16,08:30:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwPzCgdao1pzqPMq7t4AaABAg.9OPiAxJCaNaA4jmUz-hSD-,@kikikwibu6832,Lolos?,Balasan
2021-06-10,12:59:54,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwWT94VoH8-CyivG-F4AaABAg,@Ayu-kb1bm,"Kemarin juga beritanya baru buat taman bermain air gratis untuk anak"" , kebun binatang juga ada (monyet)🙃 Gatau dah kampusku ni udh berasa kek tempat rekreasi keluarga emng daripada tempat belajar 🙂🙃😭 tapi btw rumah ilmu sejauh ini masih jadi tempat ternyaman buat belajar apalagi di lantai atas, bagus bangettt pengen belajar di rumah ilmu lagii. Ah ayok offlenn",Komentar
2022-01-22,12:32:43,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwWT94VoH8-CyivG-F4AaABAg.9OPhLuBvOHy9XV_tcI1xrp,@zakiyaaj.2,"Udah offline kah mb, skrg?",Balasan
2022-01-22,12:50:02,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwWT94VoH8-CyivG-F4AaABAg.9OPhLuBvOHy9XVbsRUDDsP,@Ayu-kb1bm,"@@zakiyaaj.2 Sekarang masih hybrid sih, jadi beberapa anak aja yg offline sisanya masih daring",Balasan
2022-06-29,04:40:35,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwWT94VoH8-CyivG-F4AaABAg.9OPhLuBvOHy9cq_StKog8U,@MaulidaZahra1,serius  kebun binatang?🥺 seru dong wkwkwk,Balasan
2023-10-12,02:22:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwWT94VoH8-CyivG-F4AaABAg.9OPhLuBvOHy9vkYHayNF6B,@Manyalin7CEO,​@@MaulidaZahra1serius Kebun,Balasan
2021-06-10,11:46:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgznEpH-_J5jDDX0vkR4AaABAg,@shealliayegoodgal2083,"Kampus tur ke Universitas Sriwijaya dongg, aku calon maba unsri soalnyaa",Komentar
2021-06-10,11:20:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxC3lczSRqmzc9FvKN4AaABAg,@zahrotulfitria114,Jadi kangen FE :),Komentar
2021-06-10,11:01:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugx8GEo_7KK5STV1bIV4AaABAg,@for_everiaskies,Jadi kangen kampus :(💛 dah lama banget ngga ke unnes :(,Komentar
2021-06-10,10:58:09,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxNwsQiPUIDMRpKWzZ4AaABAg,@pingwin1794,"Unnes tidak ada KFC McDonald atau Starbucks, tapi unnes punya warung ayam deplok dan burjo B-)",Komentar
2021-06-10,23:31:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxNwsQiPUIDMRpKWzZ4AaABAg.9OPUQBKBBKn9OQpaIK0wL1,@wahyuagungpratama545,Valid woe 😭,Balasan
2021-06-11,04:52:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxNwsQiPUIDMRpKWzZ4AaABAg.9OPUQBKBBKn9ORPOLAoh-z,@zulfikaramiruddin2631,deplok sih da best untuk kantong kering,Balasan
2021-06-11,13:07:44,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxNwsQiPUIDMRpKWzZ4AaABAg.9OPUQBKBBKn9OSI2FWlKCP,@dianretno3581,pasar kremyeng dong,Balasan
2021-06-11,16:39:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxNwsQiPUIDMRpKWzZ4AaABAg.9OPUQBKBBKn9OSfFfyneNt,@qothrunnadanadhifah3495,pukis bapak jutek samping krempyeng gaada obat,Balasan
2021-06-13,01:01:35,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxNwsQiPUIDMRpKWzZ4AaABAg.9OPUQBKBBKn9OW8XXnfr9_,@DesyanaSuhandari,Valid no debat woe,Balasan
2021-06-10,10:54:31,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw-SyyHzCB2yLwKSVl4AaABAg,@pingwin1794,"Maap kami tidak mengenal istilah rumah ilmu, kami menyebutnya markas avenger",Komentar
2021-06-13,01:00:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw-SyyHzCB2yLwKSVl4AaABAg.9OPU-dnp3QU9OW8SKsMn2_,@DesyanaSuhandari,Betul.  Markas avengers,Balasan
2021-06-18,06:46:46,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw-SyyHzCB2yLwKSVl4AaABAg.9OPU-dnp3QU9Oid06Vsx8B,@yulinurulq3462,Betuul,Balasan
2021-06-19,05:08:18,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw-SyyHzCB2yLwKSVl4AaABAg.9OPU-dnp3QU9Ol1XiX1fca,@asiancomparasion7656,Wkwk,Balasan
2021-06-22,11:26:03,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw-SyyHzCB2yLwKSVl4AaABAg.9OPU-dnp3QU9OtR99BwxZW,@oktafianfaqih5799,Kok bisa? Tolong jelaskan 😭😂,Balasan
2021-06-22,11:43:47,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugw-SyyHzCB2yLwKSVl4AaABAg.9OPU-dnp3QU9OtTB0pX5MU,@pingwin1794,@@oktafianfaqih5799 karna bentuknya kalo di lihat dari atas kek markas avengers,Balasan
2021-06-10,10:50:08,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy7HJZjy5YSTvYJQ2B4AaABAg,@nurkhainiiiiiii,Unair kak!!,Komentar
2021-06-10,10:42:53,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzZMgo1-tpm5xsYyGJ4AaABAg,@vinan4071,Kerenn,Komentar
2021-06-10,10:10:36,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyRFXCnsQ6k0dRk8HV4AaABAg,@aldiraapriliani1485,Bismillah tahun ini jadi maba unnes 2021 aamiin,Komentar
2021-06-10,09:47:57,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugxeg5IR_JA3BxzMLp14AaABAg,@teguhwibowomukti1584,nang.. maen ke kos ku kalau ke semarang..,Komentar
2021-06-10,09:06:20,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwJxB0i2IuQEfXGBKh4AaABAg,@allooaull1493,Coba bang klo upn veteran jkrta bang bisa kali heheh,Komentar
2021-06-10,07:57:07,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwphxI5FzICIWE7wfl4AaABAg,@nyomanselly1110,Mas alifny mana..saya mo minta nomer handphone nya...jgn ngapak lg... enggak banget deh mas alif,Komentar
2021-06-10,07:55:22,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzCLkJZdF2XA2AD0Bl4AaABAg,@nyomanselly1110,Eh aku juga mo hijrah kesemarang..bgmn ini..bs dicariin perumahan elite yg disana ngga,Komentar
2021-06-10,07:36:46,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzdyKVKGX18OTk3r-J4AaABAg,@nurulintsan7296,"UNDIPP KO BELUM UPLOAD BANG, MENUNGGU BANGETTTT HUUU",Komentar
2021-06-10,07:28:09,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyoNJ8fhViitiakIk94AaABAg,@putriindriyanti8848,anak UNNES mana nih..,Komentar
2021-06-10,05:41:16,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyxkAwweSA9BxZR6K54AaABAg,@unyfitaprdn,Uny Bang,Komentar
2021-06-10,04:39:14,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwgwMaRNdb6uk2xU6R4AaABAg,@awangarsy1513,Undip plis,Komentar
2021-06-10,04:19:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugy5qbcqDAz9Oyx-EeR4AaABAg,@zeldakirandayanti9041,Bismillah 14 juni 2021 lulus sbmptn Unnes!,Komentar
2021-06-10,04:13:17,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzBKUCIsb_J6a3iesx4AaABAg,@tri_kuncoro,keren pol mas danang,Komentar
2021-06-10,03:45:12,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgzzRL8G6qiRrXx0CXl4AaABAg,@ikyu99,Kampus INSTIPER Yogyakarta dong bang 😅😄,Komentar
2021-06-10,03:24:41,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgwqzSlp0KnM_mBs5A94AaABAg,@ichsanashari6291,Mantab emang,Komentar
2021-06-10,02:42:37,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgyrjbtkcvxP7Rq07el4AaABAg,@candrayudha9013,Kutunggu Kampus Tour UIN WALISONGO SEMARANG yha kakkk,Komentar
2021-06-10,02:40:25,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgztXLChcTNnjGSLY154AaABAg,@junitadwirachmasari7261,Poltekkes ka,Komentar
2021-06-10,02:35:55,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=Ugyexp-F60h8b9aGSSp4AaABAg,@candrayudha9013,"Kakkk, riquest tour kampus UIN WALISONGO SEMARANG dong kak, plisssss",Komentar
2021-06-10,02:33:30,https://www.youtube.com/watch?v=vKVUQJhzOy0&lc=UgxSMLEr2Vt-HpOFyYd4AaABAg,@junitadwirachmasari7261,"Semangat yu,4 hari lagi semoga jadi warga Unnes:)",Komentar
